COUNTRY,DATATYPE,PRODUCT,FLOW,TIME,VALUE
OECDAM,IMPORTS,TOTPRODS,OTHEREUROP,2022,18.905
OECDAM,IMPORTS,TOTPRODS,OTHERLATIN,2022,6324.281000000001
OECDAM,IMPORTS,TOTPRODS,OTHERNEARM,2022,164.3
OECDAM,IMPORTS,TOTPRODS,OTHFUSSR,2022,1869.629
OECDAM,IMPORTS,TOTPRODS,OTHOECD,2022,12137.466
OECDAM,IMPORTS,TOTPRODS,SAUDIARABI,2022,2047.001
OECDAM,IMPORTS,TOTPRODS,SINGAPORE,2022,210.003
OECDAM,IMPORTS,TOTPRODS,SPAIN,2022,1869.6770000000001
OECDAM,IMPORTS,TOTPRODS,SWEDEN,2022,520.425
OECDAM,IMPORTS,TOTPRODS,TOTIMPST,2022,135627.228
OECDAM,IMPORTS,TOTPRODS,TRINIDAD,2022,34.0
OECDAM,IMPORTS,TOTPRODS,TURKEY,2022,964.582
OECDAM,IMPORTS,TOTPRODS,UAE,2022,453.76300000000003
OECDAM,IMPORTS,TOTPRODS,UK,2022,3308.8050000000003
OECDAM,IMPORTS,TOTPRODS,USA,2022,55792.061
OECDAM,IMPORTS,TOTPRODS,VENEZUELA,2022,0.0
OECDAM,IMPORTS,TOTPRODS,ALGERIA,3Q2023,129.88400000000001
OECDAM,IMPORTS,TOTPRODS,ANGOLA,3Q2023,126.0
OECDAM,IMPORTS,TOTPRODS,AUSTRALI,3Q2023,0.0
OECDAM,IMPORTS,TOTPRODS,BAHRAIN,3Q2023,37.0
OECDAM,IMPORTS,TOTPRODS,BELGIUM,3Q2023,704.921
OECDAM,IMPORTS,TOTPRODS,BRUNEI,3Q2023,0.0
OECDAM,IMPORTS,TOTPRODS,CANADA,3Q2023,5308.0
OECDAM,IMPORTS,TOTPRODS,CHINA,3Q2023,668.221
OECDAM,IMPORTS,TOTPRODS,CONGO,3Q2023,57.0
OECDAM,IMPORTS,TOTPRODS,DENMARK,3Q2023,7.43
OECDAM,IMPORTS,TOTPRODS,EGYPT,3Q2023,0.0
OECDAM,IMPORTS,TOTPRODS,EQGUINEA,3Q2023,49.0
OECDAM,IMPORTS,TOTPRODS,FRANCE,3Q2023,267.778
OECDAM,IMPORTS,TOTPRODS,GABON,3Q2023,0.0
OECDAM,IMPORTS,TOTPRODS,GERMANY,3Q2023,89.622
OECDAM,IMPORTS,TOTPRODS,INDONESIA,3Q2023,35.0
OECDAM,IMPORTS,TOTPRODS,IRAN,3Q2023,0.0
OECDAM,IMPORTS,TOTPRODS,IRAQ,3Q2023,1.0
OECDAM,IMPORTS,TOTPRODS,IRELAND,3Q2023,7.829
OECDAM,IMPORTS,TOTPRODS,ITALY,3Q2023,552.307
OECDAM,IMPORTS,TOTPRODS,KUWAIT,3Q2023,384.824
OECDAM,IMPORTS,TOTPRODS,LIBYA,3Q2023,0.0
OECDAM,IMPORTS,TOTPRODS,MALAYSIA,3Q2023,60.03
OECDAM,IMPORTS,TOTPRODS,MEXICO,3Q2023,338.034
OECDAM,IMPORTS,TOTPRODS,NETHLAND,3Q2023,1593.74
OECDAM,IMPORTS,TOTPRODS,NEUTRALZON,3Q2023,0.0
OECDAM,IMPORTS,TOTPRODS,NIGERIA,3Q2023,45.0
OECDAM,IMPORTS,TOTPRODS,NONSPEC,3Q2023,233.0
OECDAM,IMPORTS,TOTPRODS,NORWAY,3Q2023,399.865
OECDAM,IMPORTS,TOTPRODS,OTHERAFRIC,3Q2023,0.015
OECDAM,IMPORTS,TOTPRODS,OTHERASIA,3Q2023,984.757
OECDAM,IMPORTS,TOTPRODS,OTHEREUROP,3Q2023,20.0
OECDAM,IMPORTS,TOTPRODS,OTHERLATIN,3Q2023,1804.009
OECDAM,IMPORTS,TOTPRODS,OTHERNEARM,3Q2023,58.884
OECDAM,IMPORTS,TOTPRODS,OTHFUSSR,3Q2023,1.002
OECDAM,IMPORTS,TOTPRODS,OTHOECD,3Q2023,2756.322
OECDAM,IMPORTS,TOTPRODS,SAUDIARABI,3Q2023,453.0
OECDAM,IMPORTS,TOTPRODS,SINGAPORE,3Q2023,482.007
OECDAM,IMPORTS,TOTPRODS,SPAIN,3Q2023,509.571
OECDAM,IMPORTS,TOTPRODS,SWEDEN,3Q2023,156.82999999999998
OECDAM,IMPORTS,TOTPRODS,TOTIMPST,3Q2023,32828.051
OECDAM,IMPORTS,TOTPRODS,TRINIDAD,3Q2023,0.0
OECDAM,IMPORTS,TOTPRODS,TURKEY,3Q2023,217.24099999999999
OECDAM,IMPORTS,TOTPRODS,UAE,3Q2023,52.074
OECDAM,IMPORTS,TOTPRODS,UK,3Q2023,787.4200000000001
OECDAM,IMPORTS,TOTPRODS,USA,3Q2023,13449.434
OECDAM,IMPORTS,TOTPRODS,VENEZUELA,3Q2023,0.0
OECDAM,IMPORTS,TOTPRODS,ALGERIA,NOV2022,42.0
OECDAM,IMPORTS,TOTPRODS,ANGOLA,NOV2022,0.0
OECDAM,IMPORTS,TOTPRODS,AUSTRALI,NOV2022,0.0
OECDAM,IMPORTS,TOTPRODS,BAHRAIN,NOV2022,24.0
OECDAM,IMPORTS,TOTPRODS,BELGIUM,NOV2022,109.583
OECDAM,IMPORTS,TOTPRODS,BRUNEI,NOV2022,0.0
OECDAM,IMPORTS,TOTPRODS,CANADA,NOV2022,1802.0
OECDAM,IMPORTS,TOTPRODS,CHINA,NOV2022,84.101
OECDAM,IMPORTS,TOTPRODS,CONGO,NOV2022,20.0
OECDAM,IMPORTS,TOTPRODS,DENMARK,NOV2022,1.0
OECDAM,IMPORTS,TOTPRODS,EGYPT,NOV2022,0.0
OECDAM,IMPORTS,TOTPRODS,EQGUINEA,NOV2022,15.0
OECDAM,IMPORTS,TOTPRODS,FRANCE,NOV2022,96.126
OECDAM,IMPORTS,TOTPRODS,GABON,NOV2022,0.0
OECDAM,IMPORTS,TOTPRODS,GERMANY,NOV2022,76.24
OECDAM,IMPORTS,TOTPRODS,INDONESIA,NOV2022,0.0
OECDAM,IMPORTS,TOTPRODS,IRAN,NOV2022,0.0
OECDAM,IMPORTS,TOTPRODS,IRAQ,NOV2022,26.0
OECDAM,IMPORTS,TOTPRODS,IRELAND,NOV2022,115.354
OECDAM,IMPORTS,TOTPRODS,ITALY,NOV2022,125.227
OECDAM,IMPORTS,TOTPRODS,KUWAIT,NOV2022,76.0
OECDAM,IMPORTS,TOTPRODS,LIBYA,NOV2022,0.0
OECDAM,IMPORTS,TOTPRODS,MALAYSIA,NOV2022,20.073
OECDAM,IMPORTS,TOTPRODS,MEXICO,NOV2022,404.033
OECDAM,IMPORTS,TOTPRODS,NETHLAND,NOV2022,445.986
OECDAM,IMPORTS,TOTPRODS,NEUTRALZON,NOV2022,0.0
OECDAM,IMPORTS,TOTPRODS,NIGERIA,NOV2022,31.0
OECDAM,IMPORTS,TOTPRODS,NONSPEC,NOV2022,149.0
OECDAM,IMPORTS,TOTPRODS,NORWAY,NOV2022,122.623
OECDAM,IMPORTS,TOTPRODS,OTHERAFRIC,NOV2022,7.0
OECDAM,IMPORTS,TOTPRODS,OTHERASIA,NOV2022,150.751
OECDAM,IMPORTS,TOTPRODS,OTHEREUROP,NOV2022,0.893
OECDAM,IMPORTS,TOTPRODS,OTHERLATIN,NOV2022,681.951
OECDAM,IMPORTS,TOTPRODS,OTHERNEARM,NOV2022,66.427
OECDAM,IMPORTS,TOTPRODS,OTHFUSSR,NOV2022,28.0
OECDAM,IMPORTS,TOTPRODS,OTHOECD,NOV2022,1078.039
OECDAM,IMPORTS,TOTPRODS,SAUDIARABI,NOV2022,177.0
OECDAM,IMPORTS,TOTPRODS,SINGAPORE,NOV2022,21.001
OECDAM,IMPORTS,TOTPRODS,SPAIN,NOV2022,221.315
OECDAM,IMPORTS,TOTPRODS,SWEDEN,NOV2022,75.986
OECDAM,IMPORTS,TOTPRODS,TOTIMPST,NOV2022,11151.649
OECDAM,IMPORTS,TOTPRODS,TRINIDAD,NOV2022,0.0
OECDAM,IMPORTS,TOTPRODS,TURKEY,NOV2022,150.0
OECDAM,IMPORTS,TOTPRODS,UAE,NOV2022,0.02
OECDAM,IMPORTS,TOTPRODS,UK,NOV2022,200.147
OECDAM,IMPORTS,TOTPRODS,USA,NOV2022,4507.773
OECDAM,IMPORTS,TOTPRODS,VENEZUELA,NOV2022,0.0
OECDAM,IMPORTS,TOTPRODS,ALGERIA,NOV2023,0.0
OECDAM,IMPORTS,TOTPRODS,ANGOLA,NOV2023,25.0
OECDAM,IMPORTS,TOTPRODS,AUSTRALI,NOV2023,0.0
OECDAM,IMPORTS,TOTPRODS,BAHRAIN,NOV2023,9.0
OECDAM,IMPORTS,TOTPRODS,BELGIUM,NOV2023,42.495999999999995
OECDAM,IMPORTS,TOTPRODS,BRUNEI,NOV2023,0.0
OECDAM,IMPORTS,TOTPRODS,CANADA,NOV2023,1493.0
OECDAM,IMPORTS,TOTPRODS,CHINA,NOV2023,93.17099999999999
OECDAM,IMPORTS,TOTPRODS,CONGO,NOV2023,0.0
OECDAM,IMPORTS,TOTPRODS,DENMARK,NOV2023,4.609
OECDAM,IMPORTS,TOTPRODS,EGYPT,NOV2023,2.0
OECDAM,IMPORTS,TOTPRODS,EQGUINEA,NOV2023,32.0
OECDAM,IMPORTS,TOTPRODS,FRANCE,NOV2023,149.85
OECDAM,IMPORTS,TOTPRODS,GABON,NOV2023,0.0
OECDAM,IMPORTS,TOTPRODS,GERMANY,NOV2023,15.758
OECDAM,IMPORTS,TOTPRODS,INDONESIA,NOV2023,13.0
OECDAM,IMPORTS,TOTPRODS,IRAN,NOV2023,0.0
OECDAM,IMPORTS,TOTPRODS,IRAQ,NOV2023,32.0
OECDAM,IMPORTS,TOTPRODS,IRELAND,NOV2023,1.194
OECDAM,IMPORTS,TOTPRODS,ITALY,NOV2023,152.028
OECDAM,IMPORTS,TOTPRODS,KUWAIT,NOV2023,122.449
OECDAM,IMPORTS,TOTPRODS,LIBYA,NOV2023,0.0
OECDAM,IMPORTS,TOTPRODS,MALAYSIA,NOV2023,24.0
OECDAM,IMPORTS,TOTPRODS,MEXICO,NOV2023,156.001
OECDAM,IMPORTS,TOTPRODS,NETHLAND,NOV2023,336.622
OECDAM,IMPORTS,TOTPRODS,NEUTRALZON,NOV2023,0.0
OECDAM,IMPORTS,TOTPRODS,NIGERIA,NOV2023,38.0
OECDAM,IMPORTS,TOTPRODS,NONSPEC,NOV2023,97.0
OECDAM,IMPORTS,TOTPRODS,NORWAY,NOV2023,114.876
OECDAM,IMPORTS,TOTPRODS,OTHERAFRIC,NOV2023,0.0
OECDAM,IMPORTS,TOTPRODS,OTHERASIA,NOV2023,174.308
OECDAM,IMPORTS,TOTPRODS,OTHEREUROP,NOV2023,16.0
OECDAM,IMPORTS,TOTPRODS,OTHERLATIN,NOV2023,836.6400000000001
OECDAM,IMPORTS,TOTPRODS,OTHERNEARM,NOV2023,0.193
OECDAM,IMPORTS,TOTPRODS,OTHFUSSR,NOV2023,0.0
OECDAM,IMPORTS,TOTPRODS,OTHOECD,NOV2023,744.139
OECDAM,IMPORTS,TOTPRODS,SAUDIARABI,NOV2023,0.01
OECDAM,IMPORTS,TOTPRODS,SINGAPORE,NOV2023,80.0
OECDAM,IMPORTS,TOTPRODS,SPAIN,NOV2023,69.137
OECDAM,IMPORTS,TOTPRODS,SWEDEN,NOV2023,33.704
OECDAM,IMPORTS,TOTPRODS,TOTIMPST,NOV2023,9764.587
OECDAM,IMPORTS,TOTPRODS,TRINIDAD,NOV2023,3.0
OECDAM,IMPORTS,TOTPRODS,TURKEY,NOV2023,39.005
OECDAM,IMPORTS,TOTPRODS,UAE,NOV2023,92.032
OECDAM,IMPORTS,TOTPRODS,UK,NOV2023,215.232
OECDAM,IMPORTS,TOTPRODS,USA,NOV2023,4507.133
OECDAM,IMPORTS,TOTPRODS,VENEZUELA,NOV2023,0.0
OECDAM,IMPORTS,TOTPRODS,ALGERIA,Y2D2022,294.0
OECDAM,IMPORTS,TOTPRODS,ANGOLA,Y2D2022,124.0
OECDAM,IMPORTS,TOTPRODS,AUSTRALI,Y2D2022,0.001
OECDAM,IMPORTS,TOTPRODS,BAHRAIN,Y2D2022,132.0
OECDAM,IMPORTS,TOTPRODS,BELGIUM,Y2D2022,1373.134
OECDAM,IMPORTS,TOTPRODS,BRUNEI,Y2D2022,34.0
OECDAM,IMPORTS,TOTPRODS,CANADA,Y2D2022,20951.0
OECDAM,IMPORTS,TOTPRODS,CHINA,Y2D2022,452.947
OECDAM,IMPORTS,TOTPRODS,CONGO,Y2D2022,43.0
OECDAM,IMPORTS,TOTPRODS,DENMARK,Y2D2022,263.681
OECDAM,IMPORTS,TOTPRODS,EGYPT,Y2D2022,7.0
OECDAM,IMPORTS,TOTPRODS,EQGUINEA,Y2D2022,209.0
OECDAM,IMPORTS,TOTPRODS,FRANCE,Y2D2022,925.828
OECDAM,IMPORTS,TOTPRODS,GABON,Y2D2022,0.0
OECDAM,IMPORTS,TOTPRODS,GERMANY,Y2D2022,489.977
OECDAM,IMPORTS,TOTPRODS,INDONESIA,Y2D2022,163.001
OECDAM,IMPORTS,TOTPRODS,IRAN,Y2D2022,0.0
OECDAM,IMPORTS,TOTPRODS,IRAQ,Y2D2022,117.0
OECDAM,IMPORTS,TOTPRODS,IRELAND,Y2D2022,235.92
OECDAM,IMPORTS,TOTPRODS,ITALY,Y2D2022,1509.171
OECDAM,IMPORTS,TOTPRODS,KUWAIT,Y2D2022,580.115
OECDAM,IMPORTS,TOTPRODS,LIBYA,Y2D2022,0.0
OECDAM,IMPORTS,TOTPRODS,MALAYSIA,Y2D2022,302.998
OECDAM,IMPORTS,TOTPRODS,MEXICO,Y2D2022,4742.077
OECDAM,IMPORTS,TOTPRODS,NETHLAND,Y2D2022,6607.988
OECDAM,IMPORTS,TOTPRODS,NEUTRALZON,Y2D2022,0.0
OECDAM,IMPORTS,TOTPRODS,NIGERIA,Y2D2022,389.0
OECDAM,IMPORTS,TOTPRODS,NONSPEC,Y2D2022,1175.0
OECDAM,IMPORTS,TOTPRODS,NORWAY,Y2D2022,923.005
OECDAM,IMPORTS,TOTPRODS,OTHERAFRIC,Y2D2022,58.025999999999996
OECDAM,IMPORTS,TOTPRODS,OTHERASIA,Y2D2022,3562.4660000000003
OECDAM,IMPORTS,TOTPRODS,OTHEREUROP,Y2D2022,17.905
OECDAM,IMPORTS,TOTPRODS,OTHERLATIN,Y2D2022,5481.231
OECDAM,IMPORTS,TOTPRODS,OTHERNEARM,Y2D2022,139.871
OECDAM,IMPORTS,TOTPRODS,OTHFUSSR,Y2D2022,1862.629
OECDAM,IMPORTS,TOTPRODS,OTHOECD,Y2D2022,11036.12
OECDAM,IMPORTS,TOTPRODS,SAUDIARABI,Y2D2022,1915.001
OECDAM,IMPORTS,TOTPRODS,SINGAPORE,Y2D2022,150.003
OECDAM,IMPORTS,TOTPRODS,SPAIN,Y2D2022,1793.3519999999999
OECDAM,IMPORTS,TOTPRODS,SWEDEN,Y2D2022,447.416
OECDAM,IMPORTS,TOTPRODS,TOTIMPST,Y2D2022,124129.428
OECDAM,IMPORTS,TOTPRODS,TRINIDAD,Y2D2022,34.0
OECDAM,IMPORTS,TOTPRODS,TURKEY,Y2D2022,917.582
OECDAM,IMPORTS,TOTPRODS,UAE,Y2D2022,387.73
OECDAM,IMPORTS,TOTPRODS,UK,Y2D2022,2926.291
OECDAM,IMPORTS,TOTPRODS,USA,Y2D2022,51354.962
OECDAM,IMPORTS,TOTPRODS,VENEZUELA,Y2D2022,0.0
OECDAM,IMPORTS,TOTPRODS,ALGERIA,Y2D2023,661.046
OECDAM,IMPORTS,TOTPRODS,ANGOLA,Y2D2023,258.0
OECDAM,IMPORTS,TOTPRODS,AUSTRALI,Y2D2023,66.0
OECDAM,IMPORTS,TOTPRODS,BAHRAIN,Y2D2023,98.0
OECDAM,IMPORTS,TOTPRODS,BELGIUM,Y2D2023,1507.341
OECDAM,IMPORTS,TOTPRODS,BRUNEI,Y2D2023,0.0
OECDAM,IMPORTS,TOTPRODS,CANADA,Y2D2023,20409.0
OECDAM,IMPORTS,TOTPRODS,CHINA,Y2D2023,1597.488
OECDAM,IMPORTS,TOTPRODS,CONGO,Y2D2023,76.0
OECDAM,IMPORTS,TOTPRODS,DENMARK,Y2D2023,82.356
OECDAM,IMPORTS,TOTPRODS,EGYPT,Y2D2023,2.0
OECDAM,IMPORTS,TOTPRODS,EQGUINEA,Y2D2023,261.0
OECDAM,IMPORTS,TOTPRODS,FRANCE,Y2D2023,1142.249
OECDAM,IMPORTS,TOTPRODS,GABON,Y2D2023,0.0
OECDAM,IMPORTS,TOTPRODS,GERMANY,Y2D2023,279.497
OECDAM,IMPORTS,TOTPRODS,INDONESIA,Y2D2023,150.0
OECDAM,IMPORTS,TOTPRODS,IRAN,Y2D2023,0.0
OECDAM,IMPORTS,TOTPRODS,IRAQ,Y2D2023,123.0
OECDAM,IMPORTS,TOTPRODS,IRELAND,Y2D2023,33.891
OECDAM,IMPORTS,TOTPRODS,ITALY,Y2D2023,1892.661
OECDAM,IMPORTS,TOTPRODS,KUWAIT,Y2D2023,1215.367
OECDAM,IMPORTS,TOTPRODS,LIBYA,Y2D2023,0.0
OECDAM,IMPORTS,TOTPRODS,MALAYSIA,Y2D2023,513.574
OECDAM,IMPORTS,TOTPRODS,MEXICO,Y2D2023,2073.094
OECDAM,IMPORTS,TOTPRODS,NETHLAND,Y2D2023,5128.077
OECDAM,IMPORTS,TOTPRODS,NEUTRALZON,Y2D2023,0.0
OECDAM,IMPORTS,TOTPRODS,NIGERIA,Y2D2023,194.0
OECDAM,IMPORTS,TOTPRODS,NONSPEC,Y2D2023,923.0
OECDAM,IMPORTS,TOTPRODS,NORWAY,Y2D2023,1367.113
OECDAM,IMPORTS,TOTPRODS,OTHERAFRIC,Y2D2023,352.052
OECDAM,IMPORTS,TOTPRODS,OTHERASIA,Y2D2023,4407.379
OECDAM,IMPORTS,TOTPRODS,OTHEREUROP,Y2D2023,182.0
OECDAM,IMPORTS,TOTPRODS,OTHERLATIN,Y2D2023,6202.198
OECDAM,IMPORTS,TOTPRODS,OTHERNEARM,Y2D2023,160.038
OECDAM,IMPORTS,TOTPRODS,OTHFUSSR,Y2D2023,82.721
OECDAM,IMPORTS,TOTPRODS,OTHOECD,Y2D2023,11449.885
OECDAM,IMPORTS,TOTPRODS,SAUDIARABI,Y2D2023,1103.01
OECDAM,IMPORTS,TOTPRODS,SINGAPORE,Y2D2023,1277.026
OECDAM,IMPORTS,TOTPRODS,SPAIN,Y2D2023,1943.585
OECDAM,IMPORTS,TOTPRODS,SWEDEN,Y2D2023,628.325
OECDAM,IMPORTS,TOTPRODS,TOTIMPST,Y2D2023,119659.527
OECDAM,IMPORTS,TOTPRODS,TRINIDAD,Y2D2023,18.0
OECDAM,IMPORTS,TOTPRODS,TURKEY,Y2D2023,505.351
OECDAM,IMPORTS,TOTPRODS,UAE,Y2D2023,641.816
OECDAM,IMPORTS,TOTPRODS,UK,Y2D2023,2800.5
OECDAM,IMPORTS,TOTPRODS,USA,Y2D2023,47851.887
OECDAM,IMPORTS,TOTPRODS,VENEZUELA,Y2D2023,0.0
OECDAM,IMPORTS,TOTPRODS,TOTOPEC,2021,5527.954
OECDAM,IMPORTS,TOTPRODS,TOTOPEC,2022,4434.231
OECDAM,IMPORTS,TOTPRODS,TOTOPEC,3Q2023,1297.782
OECDAM,IMPORTS,TOTPRODS,TOTOPEC,NOV2022,387.02
OECDAM,IMPORTS,TOTPRODS,TOTOPEC,NOV2023,341.491
OECDAM,IMPORTS,TOTPRODS,TOTOPEC,Y2D2022,4058.846
OECDAM,IMPORTS,TOTPRODS,TOTOPEC,Y2D2023,4533.239
OECDAM,IMPORTS,TOTPRODS,TOTOECD,2021,114833.093
OECDAM,IMPORTS,TOTPRODS,TOTOECD,2022,115973.221
OECDAM,IMPORTS,TOTPRODS,TOTOECD,3Q2023,27146.343999999997
OECDAM,IMPORTS,TOTPRODS,TOTOECD,NOV2022,9531.432
OECDAM,IMPORTS,TOTPRODS,TOTOECD,NOV2023,8074.784
OECDAM,IMPORTS,TOTPRODS,TOTOECD,Y2D2022,106497.505
OECDAM,IMPORTS,TOTPRODS,TOTOECD,Y2D2023,99160.812
OECDEUR,IMPORTS,TOTPRODS,ALGERIA,2021,8153.019
OECDEUR,IMPORTS,TOTPRODS,ANGOLA,2021,51.3
OECDEUR,IMPORTS,TOTPRODS,AUSTRALI,2021,0.073
OECDEUR,IMPORTS,TOTPRODS,BAHRAIN,2021,446.756
OECDEUR,IMPORTS,TOTPRODS,BELGIUM,2021,32520.524999999998
OECDEUR,IMPORTS,TOTPRODS,BRUNEI,2021,0.0
OECDEUR,IMPORTS,TOTPRODS,CANADA,2021,171.177
OECDEUR,IMPORTS,TOTPRODS,CHINA,2021,880.11
OECDEUR,IMPORTS,TOTPRODS,CONGO,2021,105.204
OECDEUR,IMPORTS,TOTPRODS,DENMARK,2021,3925.982
OECDEUR,IMPORTS,TOTPRODS,EGYPT,2021,2661.113
OECDEUR,IMPORTS,TOTPRODS,EQGUINEA,2021,8.521
OECDEUR,IMPORTS,TOTPRODS,FRANCE,2021,6682.433
OECDEUR,IMPORTS,TOTPRODS,GABON,2021,229.901
OECDEUR,IMPORTS,TOTPRODS,GERMANY,2021,23521.559
OECDEUR,IMPORTS,TOTPRODS,INDONESIA,2021,104.733
OECDEUR,IMPORTS,TOTPRODS,IRAN,2021,0.041
OECDEUR,IMPORTS,TOTPRODS,IRAQ,2021,1.575
OECDEUR,IMPORTS,TOTPRODS,IRELAND,2021,930.2860000000001
OECDEUR,IMPORTS,TOTPRODS,ITALY,2021,10079.661
OECDEUR,IMPORTS,TOTPRODS,KUWAIT,2021,2680.657
OECDEUR,IMPORTS,TOTPRODS,LIBYA,2021,867.5840000000001
OECDEUR,IMPORTS,TOTPRODS,MALAYSIA,2021,1462.556
OECDEUR,IMPORTS,TOTPRODS,MEXICO,2021,522.287
OECDEUR,IMPORTS,TOTPRODS,NETHLAND,2021,44276.554
OECDEUR,IMPORTS,TOTPRODS,NEUTRALZON,2021,0.0
OECDEUR,IMPORTS,TOTPRODS,NIGERIA,2021,260.86
OECDEUR,IMPORTS,TOTPRODS,NONSPEC,2021,11660.663
OECDEUR,IMPORTS,TOTPRODS,NORWAY,2021,9645.412
OECDEUR,IMPORTS,TOTPRODS,OTHERAFRIC,2021,942.5749999999999
OECDEUR,IMPORTS,TOTPRODS,OTHERASIA,2021,6863.13
OECDEUR,IMPORTS,TOTPRODS,OTHEREUROP,2021,3468.958
OECDEUR,IMPORTS,TOTPRODS,OTHERLATIN,2021,976.567
OECDEUR,IMPORTS,TOTPRODS,OTHERNEARM,2021,2254.456
OECDEUR,IMPORTS,TOTPRODS,OTHFUSSR,2021,58196.681
OECDEUR,IMPORTS,TOTPRODS,OTHOECD,2021,34298.218
OECDEUR,IMPORTS,TOTPRODS,SAUDIARABI,2021,8410.131
OECDEUR,IMPORTS,TOTPRODS,SINGAPORE,2021,1656.131
OECDEUR,IMPORTS,TOTPRODS,SPAIN,2021,9548.183
OECDEUR,IMPORTS,TOTPRODS,SWEDEN,2021,11889.742
OECDEUR,IMPORTS,TOTPRODS,TOTIMPST,2021,338723.39
OECDEUR,IMPORTS,TOTPRODS,TRINIDAD,2021,29.0
OECDEUR,IMPORTS,TOTPRODS,TURKEY,2021,1469.8129999999999
OECDEUR,IMPORTS,TOTPRODS,UAE,2021,7256.384
OECDEUR,IMPORTS,TOTPRODS,UK,2021,10026.637
OECDEUR,IMPORTS,TOTPRODS,USA,2021,19528.344
OECDEUR,IMPORTS,TOTPRODS,VENEZUELA,2021,57.898
OECDEUR,IMPORTS,TOTPRODS,ALGERIA,2022,7228.961
OECDEUR,IMPORTS,TOTPRODS,ANGOLA,2022,74.24
OECDEUR,IMPORTS,TOTPRODS,AUSTRALI,2022,1.077
OECDEUR,IMPORTS,TOTPRODS,BAHRAIN,2022,545.692
OECDEUR,IMPORTS,TOTPRODS,BELGIUM,2022,38368.459
OECDEUR,IMPORTS,TOTPRODS,BRUNEI,2022,0.0
OECDEUR,IMPORTS,TOTPRODS,CANADA,2022,412.873
OECDEUR,IMPORTS,TOTPRODS,CHINA,2022,2936.358
OECDEUR,IMPORTS,TOTPRODS,CONGO,2022,10.981
OECDEUR,IMPORTS,TOTPRODS,DENMARK,2022,4045.776
OECDEUR,IMPORTS,TOTPRODS,EGYPT,2022,2476.142
OECDEUR,IMPORTS,TOTPRODS,EQGUINEA,2022,70.32900000000001
OECDEUR,IMPORTS,TOTPRODS,FRANCE,2022,8645.735
OECDEUR,IMPORTS,TOTPRODS,GABON,2022,224.477
OECDEUR,IMPORTS,TOTPRODS,GERMANY,2022,31343.417
OECDEUR,IMPORTS,TOTPRODS,INDONESIA,2022,163.882
OECDEUR,IMPORTS,TOTPRODS,IRAN,2022,0.013
OECDEUR,IMPORTS,TOTPRODS,IRAQ,2022,0.0
OECDEUR,IMPORTS,TOTPRODS,IRELAND,2022,627.5939999999999
OECDEUR,IMPORTS,TOTPRODS,ITALY,2022,11465.275
OECDEUR,IMPORTS,TOTPRODS,KUWAIT,2022,4764.639
OECDEUR,IMPORTS,TOTPRODS,LIBYA,2022,951.88
OECDEUR,IMPORTS,TOTPRODS,MALAYSIA,2022,1365.514
OECDEUR,IMPORTS,TOTPRODS,MEXICO,2022,196.136
OECDEUR,IMPORTS,TOTPRODS,NETHLAND,2022,46281.857
OECDEUR,IMPORTS,TOTPRODS,NEUTRALZON,2022,0.0
OECDEUR,IMPORTS,TOTPRODS,NIGERIA,2022,411.49199999999996
OECDEUR,IMPORTS,TOTPRODS,NONSPEC,2022,10427.373
OECDEUR,IMPORTS,TOTPRODS,NORWAY,2022,6488.308
OECDEUR,IMPORTS,TOTPRODS,OTHERAFRIC,2022,709.378
OECDEUR,IMPORTS,TOTPRODS,OTHERASIA,2022,9315.475
OECDEUR,IMPORTS,TOTPRODS,OTHEREUROP,2022,5222.638
OECDEUR,IMPORTS,TOTPRODS,OTHERLATIN,2022,561.647
OECDEUR,IMPORTS,TOTPRODS,OTHERNEARM,2022,2529.2200000000003
OECDEUR,IMPORTS,TOTPRODS,OTHFUSSR,2022,42102.066000000006
OECDEUR,IMPORTS,TOTPRODS,OTHOECD,2022,32632.519
OECDEUR,IMPORTS,TOTPRODS,SAUDIARABI,2022,10937.986
OECDEUR,IMPORTS,TOTPRODS,SINGAPORE,2022,2680.711
OECDEUR,IMPORTS,TOTPRODS,SPAIN,2022,9972.557999999999
OECDEUR,IMPORTS,TOTPRODS,SWEDEN,2022,12914.368
OECDEUR,IMPORTS,TOTPRODS,TOTIMPST,2022,350121.581
OECDEUR,IMPORTS,TOTPRODS,TRINIDAD,2022,89.271
OECDEUR,IMPORTS,TOTPRODS,TURKEY,2022,2140.88
OECDEUR,IMPORTS,TOTPRODS,UAE,2022,6847.171
OECDEUR,IMPORTS,TOTPRODS,UK,2022,8436.246
OECDEUR,IMPORTS,TOTPRODS,USA,2022,23138.165
OECDEUR,IMPORTS,TOTPRODS,VENEZUELA,2022,362.802
OECDEUR,IMPORTS,TOTPRODS,ALGERIA,3Q2023,1959.316
OECDEUR,IMPORTS,TOTPRODS,ANGOLA,3Q2023,0.0
OECDEUR,IMPORTS,TOTPRODS,AUSTRALI,3Q2023,3.105
OECDEUR,IMPORTS,TOTPRODS,BAHRAIN,3Q2023,239.512
OECDEUR,IMPORTS,TOTPRODS,BELGIUM,3Q2023,9205.281
OECDEUR,IMPORTS,TOTPRODS,BRUNEI,3Q2023,0.0
OECDEUR,IMPORTS,TOTPRODS,CANADA,3Q2023,81.854
OECDEUR,IMPORTS,TOTPRODS,CHINA,3Q2023,464.264
